game,date,numbers,bonus,gold_ball,scraped_at,source_block_index
Lotto Max,2018-11-23,"[1, 7, 13, 14, 22, 42, 48]",47,,2025-06-13T18:58:58.545916,477
Lotto Max,2018-11-30,"[5, 8, 15, 20, 25, 26, 47]",22,,2025-06-13T18:58:58.545916,478
Lotto Max,2018-12-07,"[2, 9, 15, 23, 26, 30, 41]",13,,2025-06-13T18:58:58.545916,479
Lotto Max,2018-12-14,"[6, 7, 11, 21, 23, 27, 41]",49,,2025-06-13T18:58:58.545916,480
Lotto Max,2018-12-21,"[7, 21, 23, 25, 31, 34, 45]",37,,2025-06-13T18:58:58.545916,481
Lotto Max,2018-12-28,"[5, 13, 14, 16, 17, 29, 49]",18,,2025-06-13T18:58:58.545916,482
Lotto Max,2019-01-04,"[7, 22, 25, 26, 35, 41, 45]",3,,2025-06-13T18:58:58.545916,483
Lotto Max,2019-01-11,"[8, 15, 21, 28, 29, 30, 39]",23,,2025-06-13T18:58:58.545916,484
Lotto Max,2019-01-18,"[3, 19, 22, 30, 32, 37, 40]",20,,2025-06-13T18:58:58.545916,485
Lotto Max,2019-01-25,"[6, 12, 20, 24, 40, 42, 47]",44,,2025-06-13T18:58:58.545916,486
Lotto Max,2019-02-01,"[2, 6, 13, 19, 21, 32, 40]",12,,2025-06-13T18:58:58.545916,487
Lotto Max,2019-02-08,"[18, 23, 31, 32, 36, 38, 43]",27,,2025-06-13T18:58:58.545916,488
Lotto Max,2019-02-15,"[1, 2, 32, 37, 38, 39, 45]",16,,2025-06-13T18:58:58.545916,489
Lotto Max,2019-02-22,"[6, 31, 33, 34, 43, 44, 46]",22,,2025-06-13T18:58:58.545916,490
Lotto Max,2019-03-01,"[2, 23, 24, 29, 40, 48, 49]",18,,2025-06-13T18:58:58.545916,491
Lotto Max,2019-03-08,"[2, 9, 16, 17, 21, 22, 32]",38,,2025-06-13T18:58:58.545916,492
Lotto Max,2019-03-15,"[6, 11, 25, 31, 36, 41, 49]",47,,2025-06-13T18:58:58.545916,493
Lotto Max,2019-03-22,"[1, 3, 20, 21, 27, 28, 44]",43,,2025-06-13T18:58:58.545916,494
Lotto Max,2019-03-29,"[10, 12, 19, 22, 25, 32, 42]",39,,2025-06-13T18:58:58.545916,495
Lotto Max,2019-04-05,"[1, 2, 16, 21, 23, 25, 28]",48,,2025-06-13T18:58:58.545916,496
Lotto Max,2019-04-12,"[2, 20, 21, 30, 31, 39, 45]",18,,2025-06-13T18:58:58.545916,497
Lotto Max,2019-04-19,"[2, 16, 21, 33, 39, 42, 47]",1,,2025-06-13T18:58:58.545916,498
Lotto Max,2019-04-26,"[9, 17, 21, 23, 36, 41, 48]",12,,2025-06-13T18:58:58.545916,499
Lotto Max,2019-05-03,"[2, 3, 5, 12, 21, 22, 37]",19,,2025-06-13T18:58:58.545916,500
Lotto Max,2019-05-10,"[16, 17, 31, 36, 34, 39, 41]",10,,2025-06-13T18:58:58.545916,501
Lotto Max,2019-05-14,"[9, 24, 27, 33, 40, 44, 48]",41,,2025-06-13T18:58:58.545916,502
Lotto Max,2019-05-17,"[4, 21, 23, 39, 40, 42, 40]",17,,2025-06-13T18:58:58.545916,503
Lotto Max,2019-05-21,"[2, 3, 8, 18, 31, 39, 50]",33,,2025-06-13T18:58:58.545916,504
Lotto Max,2019-05-24,"[9, 11, 15, 19, 20, 35, 41]",28,,2025-06-13T18:58:58.545916,505
Lotto Max,2019-05-28,"[4, 9, 10, 23, 27, 29, 37]",14,,2025-06-13T18:58:58.545916,506
Lotto Max,2019-05-31,"[6, 29, 34, 39, 42, 47, 50]",22,,2025-06-13T18:58:58.545916,507
Lotto Max,2019-06-04,"[7, 19, 22, 28, 34, 41, 42]",12,,2025-06-13T18:58:58.545916,508
Lotto Max,2019-06-07,"[4, 8, 13, 23, 25, 33, 39]",17,,2025-06-13T18:58:58.545916,509
Lotto Max,2019-06-11,"[18, 23, 28, 32, 34, 44, 50]",29,,2025-06-13T18:58:58.545916,510
Lotto Max,2019-06-14,"[4, 11, 20, 22, 37, 44, 49]",13,,2025-06-13T18:58:58.545916,511
Lotto Max,2019-06-18,"[1, 6, 13, 15, 38, 42, 49]",48,,2025-06-13T18:58:58.545916,512
Lotto Max,2019-06-21,"[11, 16, 17, 20, 42, 44, 50]",31,,2025-06-13T18:58:58.545916,513
Lotto Max,2019-06-25,"[2, 14, 15, 23, 27, 44, 45]",8,,2025-06-13T18:58:58.545916,514
Lotto Max,2019-06-28,"[7, 11, 36, 37, 38, 43, 46]",26,,2025-06-13T18:58:58.545916,515
Lotto Max,2019-07-02,"[6, 14, 26, 31, 34, 36, 45]",25,,2025-06-13T18:58:58.545916,516
Lotto Max,2019-07-05,"[1, 4, 8, 28, 32, 36, 43]",40,,2025-06-13T18:58:58.545916,517
Lotto Max,2019-07-09,"[10, 13, 31, 32, 36, 40, 41]",17,,2025-06-13T18:58:58.545916,518
Lotto Max,2019-07-12,"[3, 13, 19, 25, 28, 30, 37]",1,,2025-06-13T18:58:58.545916,519
Lotto Max,2019-07-16,"[11, 14, 17, 21, 23, 26, 36]",19,,2025-06-13T18:58:58.545916,520
Lotto Max,2019-07-19,"[1, 15, 21, 29, 30, 31, 33]",5,,2025-06-13T18:58:58.545916,521
Lotto Max,2019-07-23,"[4, 8, 11, 16, 28, 29, 44]",43,,2025-06-13T18:58:58.545916,522
Lotto Max,2019-07-26,"[11, 15, 17, 20, 24, 25, 50]",30,,2025-06-13T18:58:58.545916,523
Lotto Max,2019-07-30,"[4, 6, 10, 15, 24, 40, 43]",3,,2025-06-13T18:58:58.545916,524
Lotto Max,2019-08-02,"[11, 20, 23, 24, 26, 41, 44]",38,,2025-06-13T18:58:58.545916,525
Lotto Max,2019-08-06,"[19, 22, 28, 30, 36, 38, 39]",25,,2025-06-13T18:58:58.545916,526
Lotto Max,2019-08-09,"[10, 25, 31, 34, 36, 39, 45]",9,,2025-06-13T18:58:58.545916,527
Lotto Max,2019-08-13,"[1, 5, 38, 39, 42, 47, 49]",15,,2025-06-13T18:58:58.545916,528
Lotto Max,2019-08-16,"[22, 24, 25, 26, 29, 32, 46]",20,,2025-06-13T18:58:58.545916,529
Lotto Max,2019-08-20,"[9, 17, 23, 37, 44, 46, 48]",4,,2025-06-13T18:58:58.545916,530
Lotto Max,2019-08-23,"[5, 6, 8, 15, 22, 46, 47]",31,,2025-06-13T18:58:58.545916,531
Lotto Max,2019-08-27,"[5, 7, 19, 28, 32, 35, 44]",46,,2025-06-13T18:58:58.545916,532
Lotto Max,2019-08-30,"[5, 9, 33, 36, 39, 41, 44]",27,,2025-06-13T18:58:58.545916,533
Lotto Max,2019-09-03,"[6, 8, 11, 13, 28, 42, 48]",27,,2025-06-13T18:58:58.545916,534
Lotto Max,2019-09-06,"[4, 5, 24, 25, 43, 44, 50]",41,,2025-06-13T18:58:58.545916,535
Lotto Max,2019-09-10,"[1, 15, 16, 20, 27, 38, 50]",9,,2025-06-13T18:58:58.545916,536
Lotto Max,2019-09-13,"[4, 16, 21, 32, 44, 45, 50]",26,,2025-06-13T18:58:58.545916,537
Lotto Max,2019-09-17,"[2, 4, 17, 39, 40, 43, 46]",44,,2025-06-13T18:58:58.545916,538
Lotto Max,2019-09-20,"[9, 15, 26, 36, 39, 41, 47]",37,,2025-06-13T18:58:58.545916,539
Lotto Max,2019-09-24,"[3, 22, 26, 32, 38, 42, 43]",8,,2025-06-13T18:58:58.545916,540
Lotto Max,2019-09-27,"[3, 9, 25, 26, 28, 34, 38]",36,,2025-06-13T18:58:58.545916,541
Lotto Max,2019-10-01,"[1, 15, 19, 31, 40, 41, 43]",49,,2025-06-13T18:58:58.545916,542
Lotto Max,2019-10-04,"[20, 31, 35, 36, 39, 42, 44]",23,,2025-06-13T18:58:58.545916,543
Lotto Max,2019-10-08,"[18, 24, 31, 38, 44, 46, 50]",40,,2025-06-13T18:58:58.545916,544
Lotto Max,2019-10-11,"[1, 3, 11, 13, 19, 22, 46]",31,,2025-06-13T18:58:58.545916,545
Lotto Max,2019-10-15,"[17, 18, 22, 27, 29, 31, 34]",8,,2025-06-13T18:58:58.545916,546
Lotto Max,2019-10-18,"[3, 21, 29, 37, 40, 43, 44]",38,,2025-06-13T18:58:58.545916,547
Lotto Max,2019-10-22,"[1, 4, 6, 9, 25, 31, 43]",10,,2025-06-13T18:58:58.545916,548
Lotto Max,2019-10-25,"[6, 11, 16, 18, 23, 26, 40]",45,,2025-06-13T18:58:58.545916,549
Lotto Max,2019-10-29,"[10, 17, 18, 22, 23, 25, 34]",37,,2025-06-13T18:58:58.545916,550
Lotto Max,2019-11-01,"[10, 20, 24, 25, 32, 39, 46]",15,,2025-06-13T18:58:58.545916,551
Lotto Max,2019-11-05,"[5, 7, 15, 18, 35, 37, 45]",47,,2025-06-13T18:58:58.545916,552
Lotto Max,2019-11-08,"[3, 5, 10, 18, 26, 33, 46]",49,,2025-06-13T18:58:58.545916,553
Lotto Max,2019-11-12,"[1, 14, 16, 22, 32, 39, 45]",31,,2025-06-13T18:58:58.545916,554
Lotto Max,2019-11-15,"[15, 16, 33, 36, 38, 43, 49]",4,,2025-06-13T18:58:58.545916,555
Lotto Max,2019-11-19,"[5, 13, 23, 25, 27, 32, 44]",3,,2025-06-13T18:58:58.545916,556
Lotto Max,2019-11-22,"[5, 9, 23, 29, 30, 31, 37]",34,,2025-06-13T18:58:58.545916,557
Lotto Max,2019-11-26,"[13, 14, 18, 22, 42, 44, 47]",12,,2025-06-13T18:58:58.545916,558
Lotto Max,2019-11-29,"[3, 8, 14, 15, 24, 33, 48]",4,,2025-06-13T18:58:58.545916,559
Lotto Max,2019-12-03,"[2, 10, 20, 30, 32, 35, 50]",21,,2025-06-13T18:58:58.545916,560
Lotto Max,2019-12-06,"[9, 11, 17, 19, 35, 36, 43]",28,,2025-06-13T18:58:58.545916,561
Lotto Max,2019-12-10,"[7, 11, 19, 30, 42, 43, 50]",44,,2025-06-13T18:58:58.545916,562
Lotto Max,2019-12-13,"[2, 12, 14, 15, 26, 34, 39]",48,,2025-06-13T18:58:58.545916,563
Lotto Max,2019-12-17,"[19, 20, 23, 29, 35, 40, 47]",31,,2025-06-13T18:58:58.545916,564
Lotto Max,2019-12-20,"[14, 23, 28, 29, 30, 33, 48]",9,,2025-06-13T18:58:58.545916,565
Lotto Max,2019-12-24,"[1, 6, 12, 13, 19, 23, 38]",37,,2025-06-13T18:58:58.545916,566
Lotto Max,2019-12-27,"[13, 27, 34, 36, 38, 45, 50]",18,,2025-06-13T18:58:58.545916,567
Lotto Max,2020-12-31,"[3, 4, 11, 19, 30, 39, 40]",25,,2025-06-13T18:58:58.545916,568
Lotto Max,2020-01-03,"[8, 18, 20, 24, 31, 37, 39]",34,,2025-06-13T18:58:58.545916,569
Lotto Max,2020-01-07,"[3, 8, 12, 14, 17, 18, 29]",11,,2025-06-13T18:58:58.545916,570
Lotto Max,2020-01-10,"[10, 13, 14, 24, 28, 47, 48]",12,,2025-06-13T18:58:58.545916,571
Lotto Max,2020-01-14,"[5, 6, 19, 23, 30, 37, 48]",44,,2025-06-13T18:58:58.545916,572
Lotto Max,2020-01-17,"[5, 6, 36, 39, 40, 46, 48]",34,,2025-06-13T18:58:58.545916,573
Lotto Max,2020-01-21,"[7, 11, 16, 21, 31, 36, 44]",46,,2025-06-13T18:58:58.545916,574
Lotto Max,2020-01-24,"[2, 11, 14, 21, 23, 34, 36]",5,,2025-06-13T18:58:58.545916,575
Lotto Max,2020-01-28,"[4, 10, 12, 27, 30, 44, 46]",7,,2025-06-13T18:58:58.545916,576
Lotto Max,2020-01-31,"[2, 27, 30, 39, 44, 45, 49]",17,,2025-06-13T18:58:58.545916,577
Lotto Max,2020-02-04,"[3, 12, 18, 25, 43, 46, 50]",33,,2025-06-13T18:58:58.545916,578
Lotto Max,2020-02-07,"[21, 24, 26, 31, 36, 48, 49]",39,,2025-06-13T18:58:58.545916,579
Lotto Max,2020-02-11,"[14, 15, 19, 22, 31, 36, 39]",23,,2025-06-13T18:58:58.545916,580
Lotto Max,2020-02-14,"[14, 17, 20, 34, 38, 45, 49]",5,,2025-06-13T18:58:58.545916,581
Lotto Max,2020-02-18,"[3, 6, 19, 23, 33, 40, 45]",48,,2025-06-13T18:58:58.545916,582
Lotto Max,2020-02-21,"[4, 7, 14, 37, 48, 49, 50]",28,,2025-06-13T18:58:58.545916,583
Lotto Max,2020-02-25,"[15, 32, 36, 40, 41, 43, 48]",10,,2025-06-13T18:58:58.545916,584
Lotto Max,2020-02-28,"[21, 27, 30, 32, 33, 36, 46]",38,,2025-06-13T18:58:58.545916,585
Lotto Max,2020-03-03,"[10, 14, 15, 25, 27, 39, 48]",28,,2025-06-13T18:58:58.545916,586
Lotto Max,2020-03-06,"[2, 9, 10, 34, 41, 42, 47]",40,,2025-06-13T18:58:58.545916,587
Lotto Max,2020-03-10,"[5, 6, 27, 37, 38, 46, 48]",9,,2025-06-13T18:58:58.545916,588
Lotto Max,2020-03-13,"[7, 14, 15, 35, 36, 49, 50]",11,,2025-06-13T18:58:58.545916,589
Lotto Max,2020-03-17,"[4, 5, 8, 15, 27, 41, 48]",37,,2025-06-13T18:58:58.545916,590
Lotto Max,2020-03-20,"[9, 16, 17, 18, 21, 22, 27]",31,,2025-06-13T18:58:58.545916,591
Lotto Max,2020-03-24,"[2, 11, 16, 18, 19, 20, 25]",5,,2025-06-13T18:58:58.545916,592
Lotto Max,2020-03-27,"[3, 4, 13, 14, 30, 36, 41]",21,,2025-06-13T18:58:58.545916,593
Lotto Max,2020-03-31,"[5, 7, 22, 29, 32, 37, 39]",3,,2025-06-13T18:58:58.545916,594
Lotto Max,2020-04-03,"[5, 9, 10, 25, 27, 29, 38]",31,,2025-06-13T18:58:58.545916,595
Lotto Max,2020-04-07,"[5, 20, 21, 22, 32, 37, 41]",18,,2025-06-13T18:58:58.545916,596
Lotto Max,2020-04-10,"[3, 9, 10, 14, 15, 19, 20]",25,,2025-06-13T18:58:58.545916,597
Lotto Max,2020-04-14,"[3, 6, 9, 22, 29, 38, 39]",18,,2025-06-13T18:58:58.545916,598
Lotto Max,2020-04-17,"[2, 15, 21, 29, 40, 47, 50]",35,,2025-06-13T18:58:58.545916,599
Lotto Max,2020-04-21,"[9, 10, 13, 21, 40, 41, 43]",4,,2025-06-13T18:58:58.545916,600
Lotto Max,2020-04-24,"[8, 9, 19, 26, 27, 31, 46]",48,,2025-06-13T18:58:58.545916,601
Lotto Max,2020-04-28,"[9, 18, 23, 36, 39, 43, 48]",46,,2025-06-13T18:58:58.545916,602
Lotto Max,2020-05-01,"[3, 12, 25, 36, 37, 42, 49]",9,,2025-06-13T18:58:58.545916,603
Lotto Max,2020-05-05,"[25, 28, 32, 41, 42, 44, 45]",18,,2025-06-13T18:58:58.545916,604
Lotto Max,2020-05-08,"[3, 4, 10, 11, 26, 28, 40]",31,,2025-06-13T18:58:58.545916,605
Lotto Max,2020-05-12,"[11, 19, 22, 26, 33, 46, 48]",1,,2025-06-13T18:58:58.545916,606
Lotto Max,2020-05-15,"[7, 30, 32, 40, 47, 48, 50]",16,,2025-06-13T18:58:58.545916,607
Lotto Max,2020-05-19,"[22, 23, 24, 25, 37, 40, 49]",19,,2025-06-13T18:58:58.545916,608
Lotto Max,2020-05-22,"[9, 11, 14, 21, 22, 24, 41]",10,,2025-06-13T18:58:58.545916,609
Lotto Max,2020-05-26,"[5, 27, 34, 37, 39, 41, 47]",20,,2025-06-13T18:58:58.545916,610
Lotto Max,2020-05-29,"[5, 12, 15, 23, 26, 38, 41]",45,,2025-06-13T18:58:58.545916,611
Lotto Max,2020-06-02,"[8, 14, 16, 17, 29, 41, 42]",47,,2025-06-13T18:58:58.545916,612
Lotto Max,2020-06-05,"[1, 8, 15, 16, 32, 39, 40]",31,,2025-06-13T18:58:58.545916,613
Lotto Max,2020-06-09,"[4, 16, 19, 32, 35, 36, 38]",28,,2025-06-13T18:58:58.545916,614
Lotto Max,2020-06-12,"[1, 16, 24, 28, 30, 31, 47]",25,,2025-06-13T18:58:58.545916,615
Lotto Max,2020-06-16,"[1, 3, 22, 30, 31, 37, 40]",6,,2025-06-13T18:58:58.545916,616
Lotto Max,2020-06-19,"[3, 12, 17, 22, 29, 31, 48]",8,,2025-06-13T18:58:58.545916,617
Lotto Max,2020-06-23,"[2, 3, 6, 13, 37, 42, 46]",19,,2025-06-13T18:58:58.545916,618
Lotto Max,2020-06-26,"[8, 14, 31, 36, 39, 46, 47]",20,,2025-06-13T18:58:58.545916,619
Lotto Max,2020-06-30,"[11, 12, 22, 33, 37, 48, 49]",41,,2025-06-13T18:58:58.545916,620
Lotto Max,2020-07-03,"[3, 4, 21, 33, 38, 44, 45]",32,,2025-06-13T18:58:58.545916,621
Lotto Max,2020-07-07,"[9, 20, 21, 22, 25, 26, 37]",3,,2025-06-13T18:58:58.545916,622
Lotto Max,2020-07-10,"[17, 18, 27, 38, 39, 40, 47]",24,,2025-06-13T18:58:58.545916,623
Lotto Max,2020-07-14,"[3, 9, 21, 35, 44, 47, 48]",23,,2025-06-13T18:58:58.545916,624
Lotto Max,2020-07-17,"[5, 11, 15, 18, 20, 24, 46]",37,,2025-06-13T18:58:58.545916,625
Lotto Max,2020-07-21,"[7, 22, 26, 35, 46, 47, 49]",19,,2025-06-13T18:58:58.545916,626
Lotto Max,2020-07-24,"[17, 20, 27, 29, 37, 39, 41]",10,,2025-06-13T18:58:58.545916,627
Lotto Max,2020-07-28,"[7, 10, 11, 25, 39, 43, 48]",23,,2025-06-13T18:58:58.545916,628
Lotto Max,2020-07-31,"[8, 16, 19, 22, 28, 31, 38]",25,,2025-06-13T18:58:58.545916,629
Lotto Max,2020-08-04,"[18, 24, 25, 30, 31, 33, 48]",27,,2025-06-13T18:58:58.545916,630
Lotto Max,2020-08-07,"[9, 21, 26, 28, 30, 37, 44]",31,,2025-06-13T18:58:58.545916,631
Lotto Max,2020-08-11,"[9, 17, 22, 33, 36, 45, 46]",41,,2025-06-13T18:58:58.545916,632
Lotto Max,2020-08-14,"[3, 22, 37, 39, 41, 43, 44]",20,,2025-06-13T18:58:58.545916,633
Lotto Max,2020-08-18,"[1, 2, 16, 32, 44, 46, 50]",6,,2025-06-13T18:58:58.545916,634
Lotto Max,2020-08-21,"[1, 2, 5, 11, 20, 30, 39]",27,,2025-06-13T18:58:58.545916,635
Lotto Max,2020-08-25,"[1, 21, 34, 38, 39, 40, 46]",24,,2025-06-13T18:58:58.545916,636
Lotto Max,2020-08-28,"[5, 8, 9, 28, 32, 48, 50]",40,,2025-06-13T18:58:58.545916,637
Lotto Max,2020-09-01,"[2, 9, 29, 30, 31, 35, 37]",19,,2025-06-13T18:58:58.545916,638
Lotto Max,2020-09-04,"[7, 18, 22, 26, 35, 41, 50]",11,,2025-06-13T18:58:58.545916,639
Lotto Max,2020-09-08,"[6, 12, 19, 27, 30, 32, 44]",18,,2025-06-13T18:58:58.545916,640
Lotto Max,2020-09-11,"[4, 15, 16, 17, 35, 46, 50]",13,,2025-06-13T18:58:58.545916,641
Lotto Max,2020-09-15,"[1, 5, 6, 24, 27, 28, 32]",38,,2025-06-13T18:58:58.545916,642
Lotto Max,2020-09-18,"[2, 11, 22, 25, 32, 40, 44]",27,,2025-06-13T18:58:58.545916,643
Lotto Max,2020-09-22,"[8, 9, 37, 38, 40, 43, 49]",28,,2025-06-13T18:58:58.545916,644
Lotto Max,2020-09-25,"[1, 7, 9, 28, 38, 48, 50]",13,,2025-06-13T18:58:58.545916,645
Lotto Max,2020-09-29,"[4, 6, 9, 15, 22, 24, 28]",44,,2025-06-13T18:58:58.545916,646
Lotto Max,2020-10-02,"[7, 12, 16, 26, 40, 45, 49]",20,,2025-06-13T18:58:58.545916,647
Lotto Max,2020-10-06,"[4, 5, 9, 19, 28, 34, 44]",8,,2025-06-13T18:58:58.545916,648
Lotto Max,2020-10-09,"[4, 6, 12, 30, 32, 33, 34]",29,,2025-06-13T18:58:58.545916,649
Lotto Max,2020-10-13,"[3, 10, 13, 19, 21, 45, 49]",12,,2025-06-13T18:58:58.545916,650
Lotto Max,2020-10-16,"[1, 4, 8, 10, 12, 17, 41]",19,,2025-06-13T18:58:58.545916,651
Lotto Max,2020-10-20,"[8, 27, 30, 44, 46, 47, 50]",32,,2025-06-13T18:58:58.545916,652
Lotto Max,2020-10-23,"[2, 8, 20, 21, 29, 34, 37]",41,,2025-06-13T18:58:58.545916,653
Lotto Max,2020-10-27,"[2, 9, 11, 29, 33, 39, 44]",15,,2025-06-13T18:58:58.545916,654
Lotto Max,2020-10-30,"[19, 20, 23, 31, 37, 46, 48]",50,,2025-06-13T18:58:58.545916,655
Lotto Max,2020-11-03,"[5, 7, 14, 21, 26, 34, 49]",31,,2025-06-13T18:58:58.545916,656
Lotto Max,2020-11-06,"[7, 9, 19, 20, 26, 32, 35]",49,,2025-06-13T18:58:58.545916,657
Lotto Max,2020-11-10,"[4, 6, 18, 27, 28, 30, 40]",13,,2025-06-13T18:58:58.545916,658
Lotto Max,2020-11-13,"[3, 4, 7, 19, 44, 48, 49]",8,,2025-06-13T18:58:58.545916,659
Lotto Max,2020-11-17,"[6, 18, 21, 30, 31, 34, 38]",1,,2025-06-13T18:58:58.545916,660
Lotto Max,2020-11-20,"[11, 17, 29, 33, 39, 40, 42]",48,,2025-06-13T18:58:58.545916,661
Lotto Max,2020-11-24,"[6, 8, 13, 27, 41, 46, 47]",39,,2025-06-13T18:58:58.545916,662
Lotto Max,2020-11-27,"[9, 15, 35, 41, 42, 45, 46]",43,,2025-06-13T18:58:58.545916,663
Lotto Max,2020-12-01,"[1, 4, 9, 15, 18, 24, 31]",43,,2025-06-13T18:58:58.545916,664
Lotto Max,2020-12-04,"[5, 7, 14, 23, 24, 46, 47]",11,,2025-06-13T18:58:58.545916,665
Lotto Max,2020-12-08,"[5, 13, 14, 21, 36, 37, 43]",40,,2025-06-13T18:58:58.545916,666
Lotto Max,2020-12-11,"[9, 21, 30, 33, 38, 39, 46]",48,,2025-06-13T18:58:58.545916,667
Lotto Max,2020-12-15,"[1, 4, 20, 33, 44, 45, 49]",47,,2025-06-13T18:58:58.545916,668
Lotto Max,2020-12-18,"[2, 9, 10, 22, 31, 35, 49]",30,,2025-06-13T18:58:58.545916,669
Lotto Max,2020-12-22,"[4, 29, 30, 37, 38, 43, 44]",15,,2025-06-13T18:58:58.545916,670
Lotto Max,2020-12-25,"[8, 12, 16, 30, 38, 48, 50]",14,,2025-06-13T18:58:58.545916,671
Lotto Max,2020-12-29,"[8, 12, 23, 25, 29, 43, 46]",13,,2025-06-13T18:58:58.545916,672
Lotto Max,2021-01-01,"[18, 21, 28, 29, 31, 32, 49]",38,,2025-06-13T18:58:58.545916,673
Lotto Max,2021-01-05,"[1, 16, 21, 24, 35, 37, 39]",45,,2025-06-13T18:58:58.545916,674
Lotto Max,2021-01-08,"[4, 21, 24, 25, 26, 27, 42]",8,,2025-06-13T18:58:58.545916,675
Lotto Max,2021-01-12,"[4, 12, 13, 15, 18, 30, 50]",34,,2025-06-13T18:58:58.545916,676
Lotto Max,2021-01-15,"[5, 23, 31, 35, 36, 37, 43]",13,,2025-06-13T18:58:58.545916,677
Lotto Max,2021-01-19,"[23, 31, 34, 38, 40, 45, 50]",41,,2025-06-13T18:58:58.545916,678
Lotto Max,2021-01-22,"[11, 21, 23, 25, 28, 41, 43]",10,,2025-06-13T18:58:58.545916,679
Lotto Max,2021-01-26,"[26, 37, 42, 44, 46, 49, 50]",24,,2025-06-13T18:58:58.545916,680
Lotto Max,2021-01-29,"[9, 11, 20, 22, 33, 36, 46]",49,,2025-06-13T18:58:58.545916,681
Lotto Max,2021-02-02,"[17, 24, 27, 34, 38, 42, 48]",19,,2025-06-13T18:58:58.545916,682
Lotto Max,2021-02-05,"[1, 2, 23, 32, 35, 36, 45]",28,,2025-06-13T18:58:58.545916,683
Lotto Max,2021-02-09,"[4, 12, 16, 17, 33, 36, 44]",2,,2025-06-13T18:58:58.545916,684
Lotto Max,2021-02-12,"[2, 5, 10, 11, 14, 23, 33]",47,,2025-06-13T18:58:58.545916,685
Lotto Max,2021-02-16,"[1, 6, 12, 21, 34, 37, 47]",20,,2025-06-13T18:58:58.545916,686
Lotto Max,2021-02-19,"[1, 5, 10, 18, 20, 40, 42]",47,,2025-06-13T18:58:58.545916,687
Lotto Max,2021-02-23,"[3, 13, 14, 20, 30, 45, 49]",35,,2025-06-13T18:58:58.545916,688
Lotto Max,2021-02-26,"[11, 17, 19, 22, 27, 31, 40]",38,,2025-06-13T18:58:58.545916,689
Lotto Max,2021-03-02,"[9, 29, 30, 36, 42, 46, 49]",47,,2025-06-13T18:58:58.545916,690
Lotto Max,2021-03-05,"[6, 9, 23, 25, 31, 36, 48]",30,,2025-06-13T18:58:58.545916,691
Lotto Max,2021-03-09,"[3, 7, 16, 22, 29, 31, 42]",15,,2025-06-13T18:58:58.545916,692
Lotto Max,2021-03-12,"[5, 12, 15, 23, 28, 38, 39]",46,,2025-06-13T18:58:58.545916,693
Lotto Max,2021-03-16,"[8, 15, 25, 27, 33, 39, 44]",20,,2025-06-13T18:58:58.545916,694
Lotto Max,2021-03-19,"[2, 7, 8, 26, 30, 43, 48]",25,,2025-06-13T18:58:58.545916,695
Lotto Max,2021-03-23,"[5, 6, 12, 28, 29, 36, 46]",40,,2025-06-13T18:58:58.545916,696
Lotto Max,2021-03-26,"[2, 4, 16, 24, 25, 27, 49]",29,,2025-06-13T18:58:58.545916,697
Lotto Max,2021-03-30,"[12, 22, 25, 30, 37, 38, 45]",2,,2025-06-13T18:58:58.545916,698
Lotto Max,2021-04-02,"[30, 32, 33, 34, 37, 45, 49]",25,,2025-06-13T18:58:58.545916,699
Lotto Max,2021-04-06,"[2, 14, 24, 25, 35, 44, 45]",11,,2025-06-13T18:58:58.545916,700
Lotto Max,2021-04-09,"[1, 19, 28, 29, 31, 33, 43]",17,,2025-06-13T18:58:58.545916,701
Lotto Max,2021-04-13,"[15, 16, 18, 19, 22, 44, 47]",28,,2025-06-13T18:58:58.545916,702
Lotto Max,2021-04-16,"[1, 13, 19, 27, 42, 49, 50]",32,,2025-06-13T18:58:58.545916,703
Lotto Max,2021-04-20,"[7, 10, 11, 19, 22, 30, 37]",18,,2025-06-13T18:58:58.545916,704
Lotto Max,2021-04-23,"[1, 3, 4, 11, 19, 24, 42]",27,,2025-06-13T18:58:58.545916,705
Lotto Max,2021-04-27,"[7, 11, 14, 26, 27, 29, 36]",2,,2025-06-13T18:58:58.545916,706
Lotto Max,2021-04-30,"[2, 14, 27, 30, 31, 35, 43]",38,,2025-06-13T18:58:58.545916,707
Lotto Max,2021-05-04,"[1, 23, 27, 33, 39, 45, 49]",40,,2025-06-13T18:58:58.545916,708
Lotto Max,2021-05-07,"[1, 8, 17, 21, 35, 39, 46]",31,,2025-06-13T18:58:58.545916,709
Lotto Max,2021-05-11,"[14, 15, 20, 32, 35, 38, 50]",46,,2025-06-13T18:58:58.545916,710
Lotto Max,2021-05-14,"[3, 18, 19, 24, 26, 27, 45]",20,,2025-06-13T18:58:58.545916,711
Lotto Max,2021-05-18,"[5, 9, 18, 27, 32, 38, 40]",34,,2025-06-13T18:58:58.545916,712
Lotto Max,2021-05-21,"[5, 6, 25, 31, 32, 44, 48]",39,,2025-06-13T18:58:58.545916,713
Lotto Max,2021-05-25,"[6, 9, 11, 19, 24, 38, 46]",18,,2025-06-13T18:58:58.545916,714
Lotto Max,2021-05-28,"[7, 18, 22, 40, 44, 46, 50]",5,,2025-06-13T18:58:58.545916,715
Lotto Max,2021-06-01,"[6, 20, 21, 28, 38, 43, 47]",40,,2025-06-13T18:58:58.545916,716
